Названия;Описание товара;в наличие товара;Ссылка на товар
Ноутбук Asus X415J Intel Core i5-1035G1 8GB DDR4 1000GB HDD DOS Transparent Silver + W10;49230 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 8GB DDR4 1000GB HDD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB; DVDRW нет; вес...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-8gb-ddr4-1000gb-hdd-dos-transparent-silver-w10
Ноутбук Asus X415J Intel Core i5-1035G1 12GB DDR4 1000GB HDD DOS Transparent Silver + W10;51850 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 12GB DDR4 1000GB HDD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 12 GB DDR4; накопитель HDD 1000 GB; DVDRW нет; вес...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-12gb-ddr4-1000gb-hdd-dos-transparent-silver-w10
Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 8GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS Grey;64000 сом;"Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 8GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS GreyОперационная система DOS; процессор Intel Core i5 (4/8) 2400 MHz; видеоадаптер NVIDIA MX330 2GB GDDR5; экран 15.6"" IPS 1920x1080; оперативная память 8 GB DDR4; накопитель HDD 1000 GB; DVDRW нет;...";На складе;https://www.kivano.kg/product/view/noutbuk-dell-vostro-3500-intel-core-i5-1135g7-8gb-ddr4-1000gb-hdd-nvidia-mx330-fhd-dos-grey
Ноутбук Asus X415J Intel Core i5-1035G1 20GB DDR4 1000GB HDD DOS Transparent Silver + W10;55320 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 20GB DDR4 1000GB HDD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 20 GB DDR4; накопитель HDD 1000 GB; DVDRW нет; вес...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-20gb-ddr4-1000gb-hdd-dos-transparent-silver-w10
Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 12GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS Grey;65300 сом;"Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 12GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS GreyОперационная система DOS; процессор Intel Core i5 (4/8) 2400 MHz; видеоадаптер NVIDIA MX330 2GB GDDR5; экран 15.6"" IPS 1920x1080; оперативная память 12 GB DDR4; накопитель HDD 1000 GB; DVDRW нет;...";На складе;https://www.kivano.kg/product/view/noutbuk-dell-vostro-3500-intel-core-i5-1135g7-12gb-ddr4-1000gb-hdd-nvidia-mx330-fhd-dos-grey
Ноутбук Asus X415J Intel Core i5-1035G1 4GB DDR4 1000GB HDD + 128GB SSD DOS Transparent Silver + W10;51400 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 4GB DDR4 1000GB HDD + 128GB SSD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 1000 GB + SSD 128...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-4gb-ddr4-1000gb-hdd-128gb-ssd-dos-transparent-silver-w10
Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 20GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS Grey;68340 сом;"Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 20GB DDR4 1000GB HDD NVIDIA MX330 FHD DOS GreyОперационная система DOS; процессор Intel Core i5 (4/8) 2400 MHz; видеоадаптер NVIDIA MX330 2GB GDDR5; экран 15.6"" IPS 1920x1080; оперативная память 20 GB DDR4; накопитель HDD 1000 GB; DVDRW нет;...";На складе;https://www.kivano.kg/product/view/noutbuk-dell-vostro-3500-intel-core-i5-1135g7-20gb-ddr4-1000gb-hdd-nvidia-mx330-fhd-dos-grey
Ноутбук Asus X415J Intel Core i5-1035G1 8GB DDR4 1000GB HDD + 128GB SSD DOS Transparent Silver + W10;53580 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 8GB DDR4 1000GB HDD + 128GB SSD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB + SSD 128...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-8gb-ddr4-1000gb-hdd-128gb-ssd-dos-transparent-silver-w10
Ноутбук Asus X415J Intel Core i5-1035G1 12GB DDR4 1000GB HDD + 128GB SSD DOS Transparent Silver + W10;56190 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 12GB DDR4 1000GB HDD + 128GB SSD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 12 GB DDR4; накопитель HDD 1000 GB + SSD 128...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-12gb-ddr4-1000gb-hdd-128gb-ssd-dos-transparent-silver-w10
Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 8GB DDR4 128GB SSD NVIDIA MX330 FHD DOS Grey;64000 сом;"Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 8GB DDR4 128GB SSD NVIDIA MX330 FHD DOS GreyОперационная система DOS; процессор Intel Core i5 (4/8) 2400 MHz; видеоадаптер NVIDIA MX330 2GB GDDR5; экран 15.6"" IPS 1920x1080; оперативная память 8 GB DDR4; накопитель SSD 128 GB; DVDRW нет;...";На складе;https://www.kivano.kg/product/view/noutbuk-dell-vostro-3500-intel-core-i5-1135g7-8gb-ddr4-128gb-ssd-nvidia-mx330-fhd-dos-grey
Ноутбук Asus X415J Intel Core i5-1035G1 20GB DDR4 1000GB HDD + 128GB SSD DOS Transparent Silver + W10;59660 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 20GB DDR4 1000GB HDD + 128GB SSD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 20 GB DDR4; накопитель HDD 1000 GB + SSD 128...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-20gb-ddr4-1000gb-hdd-128gb-ssd-dos-transparent-silver-w10
Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 12GB DDR4 128GB SSD NVIDIA MX330 FHD DOS Grey;65300 сом;"Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 12GB DDR4 128GB SSD NVIDIA MX330 FHD DOS GreyОперационная система DOS; процессор Intel Core i5 (4/8) 2400 MHz; видеоадаптер NVIDIA MX330 2GB GDDR5; экран 15.6"" IPS 1920x1080; оперативная память 12 GB DDR4; накопитель SSD 128 GB; DVDRW нет;...";На складе;https://www.kivano.kg/product/view/noutbuk-dell-vostro-3500-intel-core-i5-1135g7-12gb-ddr4-128gb-ssd-nvidia-mx330-fhd-dos-grey
Ноутбук Lenovo Ideapad L3-15IML05 Intel Core i3-1011U 12GB DDR 128GB SSD Intel HD Graphics 620 FHD DOS серый;44880 сом;"Ноутбук Lenovo Ideapad L3-15IML05 Intel Core i3-1011U 12GB DDR 128GB SSD Intel HD Graphics 620 FHD DOS серыйТип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-10110U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 12 Gb DDR; Объем накопителя SSD: 128 Gb; Вес: от 1.9 кг";На складе;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i3-1011u-12gb-ddr-128gb-ssd-intel-hd-graphics-620-fhd-dos-seryy
Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 20GB DDR4 128GB SSD NVIDIA MX330 FHD DOS Grey;68340 сом;"Ноутбук Dell Vostro 3500 Intel Core i5-1135G7 20GB DDR4 128GB SSD NVIDIA MX330 FHD DOS GreyОперационная система DOS; процессор Intel Core i5 (4/8) 2400 MHz; видеоадаптер NVIDIA MX330 2GB GDDR5; экран 15.6"" IPS 1920x1080; оперативная память 20 GB DDR4; накопитель SSD 128 GB; DVDRW нет;...";На складе;https://www.kivano.kg/product/view/noutbuk-dell-vostro-3500-intel-core-i5-1135g7-20gb-ddr4-128gb-ssd-nvidia-mx330-fhd-dos-grey
Ноутбук Lenovo Ideapad L3-15IML05 Intel Core i3-1011U 12GB DDR 256GB SSD Intel HD Graphics 620 FHD DOS серый;45750 сом;"Ноутбук Lenovo Ideapad L3-15IML05 Intel Core i3-1011U 12GB DDR 256GB SSD Intel HD Graphics 620 FHD DOS серыйТип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-10110U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 12 Gb DDR; Объем накопителя SSD: 256 Gb; Вес: от 1.9 кг";На складе;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i3-1011u-12gb-ddr-256gb-ssd-intel-hd-graphics-620-fhd-dos-seryy
Ноутбук Lenovo Ideapad L3-15IML05 Intel Core i3-1011U 12GB DDR 480GB SSD Intel HD Graphics 620 FHD DOS серый;49230 сом;"Ноутбук Lenovo Ideapad L3-15IML05 Intel Core i3-1011U 12GB DDR 480GB SSD Intel HD Graphics 620 FHD DOS серыйТип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-10110U; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 12 Gb DDR; Объем накопителя SSD: 480 Gb; Вес: от 1.9 кг";На складе;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i3-1011u-12gb-ddr-480gb-ssd-intel-hd-graphics-620-fhd-dos-seryy
Ноутбук Lenovo IdeaPad L340-15API AMD Athlon 300U 4GB DDR4 1000GB HDD DOS Black;33550 сом;"Ноутбук Lenovo IdeaPad L340-15API AMD Athlon 300U 4GB DDR4 1000GB HDD DOS BlackОперационная система DOS; процессор AMD Athlon (2/4) 2400 MHz; видеоадаптер Radeon Vega 3; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 1000 GB; DVDRW нет; вес от...";На складе;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15api-amd-athlon-300u-4gb-ddr4-1000gb-hdd-dos-black
Ноутбук Asus X415J Intel Core i5-1035G1 4GB DDR4 1000GB HDD + 256GB SSD DOS Transparent Silver + W10;52710 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 4GB DDR4 1000GB HDD + 256GB SSD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 1000 GB + SSD 256...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-4gb-ddr4-1000gb-hdd-256gb-ssd-dos-transparent-silver-w10
Ноутбук Lenovo IdeaPad L340-15API AMD Athlon 300U 4GB DDR4 120GB SSD DOS Black;33810 сом;"Ноутбук Lenovo IdeaPad L340-15API AMD Athlon 300U 4GB DDR4 120GB SSD DOS BlackОперационная система DOS; процессор AMD Athlon (2/4) 2400 MHz; видеоадаптер Radeon Vega 3; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель SSD 120 GB; DVDRW нет; вес от...";На складе;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15api-amd-athlon-300u-4gb-ddr4-120gb-ssd-dos-black
Ноутбук Asus X415J Intel Core i5-1035G1 8GB DDR4 1000GB HDD + 256GB SSD DOS Transparent Silver + W10;54880 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 8GB DDR4 1000GB HDD + 256GB SSD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 8 GB DDR4; накопитель HDD 1000 GB + SSD 256...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-8gb-ddr4-1000gb-hdd-256gb-ssd-dos-transparent-silver-w10
Ноутбук Lenovo IdeaPad L340-15API AMD Athlon 300U 4GB DDR4 240GB SSD DOS Black;34420 сом;"Ноутбук Lenovo IdeaPad L340-15API AMD Athlon 300U 4GB DDR4 240GB SSD DOS BlackОперационная система DOS; процессор AMD Athlon (2/4) 2400 MHz; видеоадаптер Radeon Vega 3; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель SSD 240 GB; DVDRW нет; вес от...";На складе;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l340-15api-amd-athlon-300u-4gb-ddr4-240gb-ssd-dos-black
Ноутбук Asus X415J Intel Core i5-1035G1 12GB DDR4 1000GB HDD + 256GB SSD DOS Transparent Silver + W10;57490 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 12GB DDR4 1000GB HDD + 256GB SSD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 12 GB DDR4; накопитель HDD 1000 GB + SSD 256...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-12gb-ddr4-1000gb-hdd-256gb-ssd-dos-transparent-silver-w10
Ноутбук Lenovo IdeaPad L3 15IML05 Intel Core i3-10110U 8GB DDR4 1000GB HDD NVIDIA MX130 FHD DOS Platinum Grey;47490 сом-2%46620 сом;"Ноутбук Lenovo IdeaPad L3 15IML05 Intel Core i3-10110U 8GB DDR4 1000GB HDD NVIDIA MX130 FHD DOS Platinum GreyОперационная система DOS; процессор Intel Core i3 (2/4) 2100 MHz; видеоадаптер Nvidia MX130 2GB GDDR5; экран 15.6"" TN 1920x1080; оперативная память 8 GB DDR4; накопитель HDD 1000 GB; DVDRW нет;...";На складе;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i3-10110u-8gb-ddr4-1000gb-hdd-nvidia-mx130-fhd-dos-platinum-grey
Ноутбук Asus X415J Intel Core i5-1035G1 20GB DDR4 1000GB HDD + 256GB SSD DOS Transparent Silver + W10;60960 сом;"Ноутбук Asus X415J Intel Core i5-1035G1 20GB DDR4 1000GB HDD + 256GB SSD DOS Transparent Silver + W10Операционная система DOS/Windows 10; процессор Intel Core i5 (4/8) 1000 MHz; видеоадаптер Intel Graphics; экран 14"" TN 1366x768; оперативная память 20 GB DDR4; накопитель HDD 1000 GB + SSD 256...";На складе;https://www.kivano.kg/product/view/noutbuk-asus-x415j-intel-core-i5-1035g1-20gb-ddr4-1000gb-hdd-256gb-ssd-dos-transparent-silver-w10
Ноутбук Lenovo IdeaPad L3 15IML05 Intel Core i3-10110U 8GB DDR4 240GB SSD NVIDIA MX130 FHD DOS Platinum Grey;48360 сом;"Ноутбук Lenovo IdeaPad L3 15IML05 Intel Core i3-10110U 8GB DDR4 240GB SSD NVIDIA MX130 FHD DOS Platinum GreyОперационная система DOS; процессор Intel Core i3 (2/4) 2100 MHz; видеоадаптер Nvidia MX130 2GB GDDR5; экран 15.6"" TN 1920x1080; оперативная память 8 GB DDR4; накопитель SSD 240 GB; DVDRW нет;...";На складе;https://www.kivano.kg/product/view/noutbuk-lenovo-ideapad-l3-15iml05-intel-core-i3-10110u-8gb-ddr4-240gb-ssd-nvidia-mx130-fhd-dos-platinum-grey
